bill_id	bill_type	congress	introduced_at	bill_number	sponsor_SGID
hres250-115	hres	115	2017-04-05	250	1797
hres269-115	hres	115	2017-04-06	269	1688
hres77-115	hres	115	2017-01-31	77	1632
hres335-115	hres	115	2017-05-17	335	1583
hres101-115	hres	115	2017-02-07	101	1284
hres563-115	hres	115	2017-10-10	563	1867
hres398-115	hres	115	2017-06-21	398	1812
hres149-115	hres	115	2017-02-17	149	1803
hres50-115	hres	115	2017-01-12	50	1343
hres64-115	hres	115	2017-01-27	64	1385
hres506-115	hres	115	2017-09-06	506	1777
hres990-115	hres	115	2018-07-11	990	1931
hres185-115	hres	115	2017-03-09	185	1683
hres1106-115	hres	115	2018-09-28	1106	1787
hres314-115	hres	115	2017-05-04	314	1699
hres851-115	hres	115	2018-04-26	851	1643
hres620-115	hres	115	2017-11-14	620	1584
hres273-115	hres	115	2017-04-20	273	604
hres615-115	hres	115	2017-11-13	615	1615
hres203-115	hres	115	2017-03-16	203	1678
hres786-115	hres	115	2018-03-15	786	1435
hres901-115	hres	115	2018-05-17	901	617
hres130-115	hres	115	2017-02-15	130	282
hres834-115	hres	115	2018-04-18	834	1565
hres995-115	hres	115	2018-07-16	995	1892
hres835-115	hres	115	2018-04-18	835	1530
hres80-115	hres	115	2017-02-01	80	1162
hres436-115	hres	115	2017-07-11	436	1435
hres688-115	hres	115	2018-01-11	688	1284
hres813-115	hres	115	2018-04-10	813	1700
hres195-115	hres	115	2017-03-13	195	1990
hres857-115	hres	115	2018-04-27	857	1797
hres975-115	hres	115	2018-06-28	975	1580
hres865-115	hres	115	2018-04-27	865	1800
hres217-115	hres	115	2017-03-21	217	1319
hres818-115	hres	115	2018-04-11	818	1867
hres1006-115	hres	115	2018-07-19	1006	1793
hres673-115	hres	115	2017-12-21	673	1932
hres875-115	hres	115	2018-05-07	875	1406
hres306-115	hres	115	2017-05-02	306	1505
hres464-115	hres	115	2017-07-20	464	1615
hres142-115	hres	115	2017-02-16	142	1646
hres169-115	hres	115	2017-03-02	169	858
hres837-115	hres	115	2018-04-23	837	1961
hres206-115	hres	115	2017-03-17	206	1891
hres148-115	hres	115	2017-02-17	148	1533
hres860-115	hres	115	2018-04-27	860	347
hres311-115	hres	115	2017-05-03	311	1850
hres536-115	hres	115	2017-09-25	536	1975
hres712-115	hres	115	2018-01-22	712	1820
hres745-115	hres	115	2018-02-20	745	934
hres284-115	hres	115	2017-04-26	284	1960
hres718-115	hres	115	2018-01-29	718	2004
hres369-115	hres	115	2017-05-25	369	1612
hres1136-115	hres	115	2018-10-26	1136	1667
hres172-115	hres	115	2017-03-06	172	1758
hres802-115	hres	115	2018-03-22	802	604
hres628-115	hres	115	2017-11-16	628	1941
hres967-115	hres	115	2018-06-26	967	1915
hres345-115	hres	115	2017-05-19	345	1758
hres338-115	hres	115	2017-05-18	338	1680
hres1045-115	hres	115	2018-08-28	1045	872
hres449-115	hres	115	2017-07-14	449	347
hres1168-115	hres	115	2018-12-03	1168	621
hres557-115	hres	115	2017-10-04	557	617
hres724-115	hres	115	2018-02-05	724	1648
hres390-115	hres	115	2017-06-16	390	1987
hres1121-115	hres	115	2018-10-12	1121	1804
hres430-115	hres	115	2017-07-06	430	1507
hres1035-115	hres	115	2018-07-26	1035	1544
hres1070-115	hres	115	2018-09-17	1070	1991
hres876-115	hres	115	2018-05-08	876	1971
hres821-115	hres	115	2018-04-11	821	1212
hres397-115	hres	115	2017-06-21	397	1985
hres904-115	hres	115	2018-05-18	904	1987
hres204-115	hres	115	2017-03-16	204	99
hres251-115	hres	115	2017-04-05	251	1076
hres849-115	hres	115	2018-04-26	849	1613
hres716-115	hres	115	2018-01-29	716	1675
hres282-115	hres	115	2017-04-26	282	1538
hres183-115	hres	115	2017-03-08	183	1971
hres1093-115	hres	115	2018-09-27	1093	1699
hres75-115	hres	115	2017-01-31	75	284
hres585-115	hres	115	2017-10-24	585	1979
hres520-115	hres	115	2017-09-14	520	593
hres806-115	hres	115	2018-03-23	806	1840
hres363-115	hres	115	2017-05-25	363	871
hres1063-115	hres	115	2018-09-13	1063	1948
hres1013-115	hres	115	2018-07-23	1013	1946
hres981-115	hres	115	2018-07-03	981	989
hres383-115	hres	115	2017-06-13	383	1857
hres942-115	hres	115	2018-06-14	942	515
hres1060-115	hres	115	2018-09-12	1060	1591
hres455-115	hres	115	2017-07-18	455	693
hres741-115	hres	115	2018-02-16	741	1698
hres970-115	hres	115	2018-06-27	970	1829
hres501-115	hres	115	2017-09-05	501	1853
hres159-115	hres	115	2017-02-28	159	1324
hres342-115	hres	115	2017-05-18	342	713
hres755-115	hres	115	2018-02-27	755	1542
hres622-115	hres	115	2017-11-15	622	1979
hres1125-115	hres	115	2018-10-12	1125	640
hres863-115	hres	115	2018-04-27	863	1550
hres771-115	hres	115	2018-03-13	771	1910
hres637-115	hres	115	2017-11-30	637	1560
hres573-115	hres	115	2017-10-12	573	1750
hres146-115	hres	115	2017-02-17	146	1797
hres357-115	hres	115	2017-05-25	357	1760
hres265-115	hres	115	2017-04-06	265	1572
hres1171-115	hres	115	2018-12-06	1171	1295
hres339-115	hres	115	2017-05-18	339	1562
hres680-115	hres	115	2018-01-08	680	515
hres30-115	hres	115	2017-01-06	30	515
hres1174-115	hres	115	2018-12-10	1174	1801
hres560-115	hres	115	2017-10-05	560	1390
hres723-115	hres	115	2018-02-05	723	1507
hres578-115	hres	115	2017-10-23	578	872
hres1149-115	hres	115	2018-11-16	1149	1002
hres584-115	hres	115	2017-10-24	584	621
hres613-115	hres	115	2017-11-09	613	1503
hres912-115	hres	115	2018-05-24	912	1868
hres1124-115	hres	115	2018-10-12	1124	1926
hres539-115	hres	115	2017-09-26	539	1319
hres219-115	hres	115	2017-03-21	219	1997
hres589-115	hres	115	2017-10-26	589	1782
hres279-115	hres	115	2017-04-26	279	2004
hres274-115	hres	115	2017-04-25	274	989
hres824-115	hres	115	2018-04-12	824	1963
hres625-115	hres	115	2017-11-16	625	1886
hres246-115	hres	115	2017-04-04	246	231
hres272-115	hres	115	2017-04-08	272	1805
hres1151-115	hres	115	2018-11-16	1151	1579
hres653-115	hres	115	2017-12-07	653	1801
hres108-115	hres	115	2017-02-07	108	1507
hres630-115	hres	115	2017-11-28	630	1895
hres960-115	hres	115	2018-06-25	960	1999
hres456-115	hres	115	2017-07-19	456	1605
hres805-115	hres	115	2018-03-22	805	1001
hres1075-115	hres	115	2018-09-20	1075	1078
hres413-115	hres	115	2017-06-27	413	1890
hres1146-115	hres	115	2018-11-14	1146	1572
hres466-115	hres	115	2017-07-20	466	1549
hres608-115	hres	115	2017-11-07	608	688
hres144-115	hres	115	2017-02-16	144	1800
hres1036-115	hres	115	2018-07-26	1036	1809
hres164-115	hres	115	2017-03-02	164	1390
hres522-115	hres	115	2017-09-14	522	1324
hres632-115	hres	115	2017-11-28	632	1886
hres888-115	hres	115	2018-05-10	888	1903
hres1033-115	hres	115	2018-07-26	1033	1881
hres309-115	hres	115	2017-05-03	309	1614
hres1158-115	hres	115	2018-11-20	1158	1979
hres157-115	hres	115	2017-02-28	157	1614
hres421-115	hres	115	2017-06-28	421	1078
hres761-115	hres	115	2018-03-01	761	1390
hres740-115	hres	115	2018-02-15	740	1777
hres938-115	hres	115	2018-06-13	938	1829
hres20-115	hres	115	2017-01-03	20	515
hres1137-115	hres	115	2018-10-30	1137	2001
hres267-115	hres	115	2017-04-06	267	1958
hres42-115	hres	115	2017-01-10	42	1803
hres948-115	hres	115	2018-06-19	948	593
hres360-115	hres	115	2017-05-25	360	1827
hres1152-115	hres	115	2018-11-16	1152	1276
hres1081-115	hres	115	2018-09-25	1081	1707
hres652-115	hres	115	2017-12-07	652	1319
hres1071-115	hres	115	2018-09-20	1071	1559
hres1163-115	hres	115	2018-11-29	1163	1459
hres932-115	hres	115	2018-06-08	932	983
hres31-115	hres	115	2017-01-06	31	1777
hres505-115	hres	115	2017-09-06	505	1474
hres920-115	hres	115	2018-06-05	920	872
hres855-115	hres	115	2018-04-27	855	1935
hres167-115	hres	115	2017-03-02	167	1846
hres141-115	hres	115	2017-02-16	141	1835
hres104-115	hres	115	2017-02-07	104	347
hres1022-115	hres	115	2018-07-24	1022	1841
hres684-115	hres	115	2018-01-11	684	1922
hres124-115	hres	115	2017-02-14	124	1520
hres153-115	hres	115	2017-02-27	153	1542
hres491-115	hres	115	2017-07-28	491	1775
hres477-115	hres	115	2017-07-26	477	1914
hres67-115	hres	115	2017-01-27	67	347
hres951-115	hres	115	2018-06-20	951	1451
hres639-115	hres	115	2017-12-01	639	1397
hres1139-115	hres	115	2018-11-09	1139	1591
hres334-115	hres	115	2017-05-17	334	1558
hres606-115	hres	115	2017-11-03	606	1914
hres161-115	hres	115	2017-03-01	161	1620
hres370-115	hres	115	2017-05-26	370	1797
hres69-115	hres	115	2017-01-30	69	1945
hres121-115	hres	115	2017-02-13	121	1787
hres510-115	hres	115	2017-09-07	510	608
hres476-115	hres	115	2017-07-26	476	1397
hres138-115	hres	115	2017-02-16	138	282
hres1177-115	hres	115	2018-12-11	1177	1543
hres488-115	hres	115	2017-07-28	488	1758
hres353-115	hres	115	2017-05-24	353	1966
hres706-115	hres	115	2018-01-19	706	1385
hres886-115	hres	115	2018-05-10	886	1212
hres391-115	hres	115	2017-06-16	391	1803
hres732-115	hres	115	2018-02-07	732	733
hres1111-115	hres	115	2018-10-02	1111	1699
hres544-115	hres	115	2017-09-28	544	1846
hres245-115	hres	115	2017-04-03	245	1917
hres416-115	hres	115	2017-06-27	416	1904
hres877-115	hres	115	2018-05-08	877	1919
hres528-115	hres	115	2017-09-14	528	688
hres92-115	hres	115	2017-02-06	92	1451
hres765-115	hres	115	2018-03-06	765	1699
hres358-115	hres	115	2017-05-25	358	1683
hres425-115	hres	115	2017-06-29	425	1908
hres327-115	hres	115	2017-05-16	327	1406
hres717-115	hres	115	2018-01-29	717	1914
hjres122-115	hjres	115	2017-12-01	122	1706
hjres6-115	hjres	115	2017-01-03	6	1806
hjres54-115	hjres	115	2017-01-31	54	1720
hjres116-115	hjres	115	2017-07-28	116	1960
hjres25-115	hjres	115	2017-01-09	25	1756
hjres102-115	hjres	115	2017-05-25	102	1732
hjres117-115	hjres	115	2017-09-07	117	1917
hjres105-115	hjres	115	2017-06-06	105	99
hjres53-115	hjres	115	2017-01-31	53	1615
hjres57-115	hjres	115	2017-02-01	57	1720
hjres32-115	hjres	115	2017-01-24	32	1504
hjres19-115	hjres	115	2017-01-05	19	1605
hjres126-115	hjres	115	2018-01-19	126	1579
hjres119-115	hjres	115	2017-10-23	119	1868
hjres89-115	hjres	115	2017-03-15	89	1877
hjres65-115	hjres	115	2017-02-07	65	466
hjres132-115	hjres	115	2018-04-10	132	2004
hjres134-115	hjres	115	2018-05-10	134	1872
hjres69-115	hjres	115	2017-02-07	69	1264
hjres88-115	hjres	115	2017-03-10	88	1322
hjres68-115	hjres	115	2017-02-07	68	1831
hjres79-115	hjres	115	2017-02-16	79	608
hjres43-115	hjres	115	2017-01-30	43	1766
hjres78-115	hjres	115	2017-02-16	78	608
hjres27-115	hjres	115	2017-01-12	27	1839
hjres140-115	hjres	115	2018-09-13	140	1565
hjres94-115	hjres	115	2017-04-05	94	1475
hjres113-115	hjres	115	2017-07-20	113	1406
hjres40-115	hjres	115	2017-01-30	40	608
hjres61-115	hjres	115	2017-02-02	61	1694
hjres141-115	hjres	115	2018-09-26	141	1558
hjres9-115	hjres	115	2017-01-03	9	1913
hjres56-115	hjres	115	2017-02-01	56	1489
hjres67-115	hjres	115	2017-02-07	67	1980
hjres59-115	hjres	115	2017-02-01	59	1843
hjres55-115	hjres	115	2017-01-31	55	1855
hjres90-115	hjres	115	2017-03-16	90	1588
hjres12-115	hjres	115	2017-01-03	12	1624
hjres104-115	hjres	115	2017-05-25	104	1954
hjres42-115	hjres	115	2017-01-30	42	1284
hjres100-115	hjres	115	2017-04-27	100	1406
hjres70-115	hjres	115	2017-02-09	70	1264
hjres136-115	hjres	115	2018-06-27	136	621
hjres72-115	hjres	115	2017-02-14	72	1889
hjres129-115	hjres	115	2018-02-27	129	319
hjres101-115	hjres	115	2017-05-18	101	1872
hjres52-115	hjres	115	2017-01-31	52	1968
hjres33-115	hjres	115	2017-01-24	33	733
hjres66-115	hjres	115	2017-02-07	66	1582
hjres145-115	hjres	115	2018-12-13	145	934
hjres63-115	hjres	115	2017-02-03	63	1717
hjres76-115	hjres	115	2017-02-16	76	570
hjres133-115	hjres	115	2018-04-17	133	608
hjres36-115	hjres	115	2017-01-30	36	1504
hjres39-115	hjres	115	2017-01-30	39	1820
hjres51-115	hjres	115	2017-01-31	51	1669
hjres4-115	hjres	115	2017-01-03	4	1842
hjres38-115	hjres	115	2017-01-30	38	1749
hjres7-115	hjres	115	2017-01-03	7	1913
hjres87-115	hjres	115	2017-03-10	87	1671
hjres45-115	hjres	115	2017-01-30	45	1831
hjres31-115	hjres	115	2017-01-24	31	1683
hjres77-115	hjres	115	2017-02-16	77	1906
hjres28-115	hjres	115	2017-01-13	28	347
hjres115-115	hjres	115	2017-07-27	115	1542
hjres91-115	hjres	115	2017-03-23	91	1974
hjres82-115	hjres	115	2017-02-16	82	2001
hjres13-115	hjres	115	2017-01-03	13	1849
hjres135-115	hjres	115	2018-06-05	135	2004
hjres2-115	hjres	115	2017-01-03	2	450
hjres86-115	hjres	115	2017-03-08	86	1499
hjres41-115	hjres	115	2017-01-30	41	1731
hjres83-115	hjres	115	2017-02-21	83	1864
hjres21-115	hjres	115	2017-01-06	21	1738
hjres74-115	hjres	115	2017-02-15	74	1858
hjres29-115	hjres	115	2017-01-13	29	1955
hjres50-115	hjres	115	2017-01-31	50	1714
hjres80-115	hjres	115	2017-02-16	80	608
hjres103-115	hjres	115	2017-05-25	103	1752
hjres130-115	hjres	115	2018-02-27	130	1889
hjres144-115	hjres	115	2018-12-11	144	1960
hjres44-115	hjres	115	2017-01-30	44	1892
hjres92-115	hjres	115	2017-03-28	92	1895
hjres37-115	hjres	115	2017-01-30	37	1530
hjres120-115	hjres	115	2017-10-31	120	1605
hjres146-115	hjres	115	2018-12-21	146	1970
hjres17-115	hjres	115	2017-01-04	17	1738
hjres11-115	hjres	115	2017-01-03	11	1936
hjres58-115	hjres	115	2017-02-01	58	1638
hjres111-115	hjres	115	2017-07-20	111	1845
hjres110-115	hjres	115	2017-07-19	110	1750
hjres24-115	hjres	115	2017-01-09	24	1756
hjres47-115	hjres	115	2017-01-30	47	1264
hjres48-115	hjres	115	2017-01-30	48	871
hjres1-115	hjres	115	2017-01-03	1	450
hjres139-115	hjres	115	2018-09-12	139	621
hjres118-115	hjres	115	2017-10-12	118	1628
hjres85-115	hjres	115	2017-03-01	85	1915
hjres15-115	hjres	115	2017-01-04	15	1732
hjres95-115	hjres	115	2017-04-06	95	593
hjres73-115	hjres	115	2017-02-14	73	1852
hjres107-115	hjres	115	2017-06-29	107	1967
hjres75-115	hjres	115	2017-02-15	75	282
hjres106-115	hjres	115	2017-06-22	106	1901
hjres62-115	hjres	115	2017-02-03	62	1686
hjres60-115	hjres	115	2017-02-02	60	1968
hjres34-115	hjres	115	2017-01-27	34	1264
hjres8-115	hjres	115	2017-01-03	8	1913
hjres26-115	hjres	115	2017-01-10	26	621
hjres98-115	hjres	115	2017-04-08	98	1978
hjres93-115	hjres	115	2017-04-03	93	1458
hjres71-115	hjres	115	2017-02-13	71	1700
hjres46-115	hjres	115	2017-01-30	46	1695
hjres14-115	hjres	115	2017-01-04	14	1864
hjres121-115	hjres	115	2017-11-16	121	1718
hr3848-115	hr	115	2017-09-27	3848	934
hr4068-115	hr	115	2017-10-12	4068	1818
hr5346-115	hr	115	2018-03-20	5346	1631
hr4413-115	hr	115	2017-11-15	4413	1489
hr1928-115	hr	115	2017-04-05	1928	1675
hr3440-115	hr	115	2017-07-26	3440	1001
hr6036-115	hr	115	2018-06-07	6036	1614
hr7040-115	hr	115	2018-10-05	7040	1836
hr2016-115	hr	115	2017-04-06	2016	325
hr5881-115	hr	115	2018-05-18	5881	1564
hr2635-115	hr	115	2017-05-24	2635	1926
hr7091-115	hr	115	2018-10-26	7091	1078
hr1923-115	hr	115	2017-04-05	1923	1366
hr859-115	hr	115	2017-02-03	859	258
hr6082-115	hr	115	2018-06-13	6082	1843
hr1338-115	hr	115	2017-03-02	1338	1765
hr5769-115	hr	115	2018-05-10	5769	1845
hr6139-115	hr	115	2018-06-19	6139	1731
hr5880-115	hr	115	2018-05-18	5880	1870
hr3828-115	hr	115	2017-09-25	3828	1076
hr4532-115	hr	115	2017-12-04	4532	1900
hr3265-115	hr	115	2017-07-17	3265	1984
hr3011-115	hr	115	2017-06-22	3011	617
hr1504-115	hr	115	2017-03-10	1504	1837
hr3710-115	hr	115	2017-09-07	3710	1191
hr1441-115	hr	115	2017-03-08	1441	1492
hr2375-115	hr	115	2017-05-04	2375	1945
hr2823-115	hr	115	2017-06-08	2823	1669
hr3609-115	hr	115	2017-07-28	3609	1967
hr3330-115	hr	115	2017-07-20	3330	1891
hr4522-115	hr	115	2017-12-01	4522	1956
hr2953-115	hr	115	2017-06-20	2953	1502
hr4426-115	hr	115	2017-11-16	4426	1459
hr2525-115	hr	115	2017-05-18	2525	1846
hr1443-115	hr	115	2017-03-09	1443	1777
hr5463-115	hr	115	2018-04-10	5463	1981
hr3102-115	hr	115	2017-06-28	3102	1853
hr6831-115	hr	115	2018-09-17	6831	1626
hr782-115	hr	115	2017-02-01	782	1531
hr3757-115	hr	115	2017-09-13	3757	1942
hr5239-115	hr	115	2018-03-09	5239	1611
hr2858-115	hr	115	2017-06-08	2858	1803
hr1133-115	hr	115	2017-02-16	1133	1503
hr2252-115	hr	115	2017-04-28	2252	1016
hr712-115	hr	115	2017-01-27	712	233
hr3717-115	hr	115	2017-09-08	3717	187
hr4462-115	hr	115	2017-11-28	4462	1789
hr4148-115	hr	115	2017-10-26	4148	1390
hr3599-115	hr	115	2017-07-28	3599	1475
hr3411-115	hr	115	2017-07-26	3411	1897
hr894-115	hr	115	2017-02-06	894	1646
hr5192-115	hr	115	2018-03-07	5192	1899
hr5903-115	hr	115	2018-05-22	5903	1861
hr6876-115	hr	115	2018-09-25	6876	1867
hr2251-115	hr	115	2017-04-28	2251	1001
hr194-115	hr	115	2017-01-03	194	1983
hr6400-115	hr	115	2018-07-17	6400	1952
hr1932-115	hr	115	2017-04-05	1932	306
hr7129-115	hr	115	2018-11-14	7129	1966
hr5789-115	hr	115	2018-05-15	5789	1613
hr3682-115	hr	115	2017-09-06	3682	1801
hr3236-115	hr	115	2017-07-13	3236	1461
hr1317-115	hr	115	2017-03-02	1317	608
hr2671-115	hr	115	2017-05-25	2671	1887
hr185-115	hr	115	2017-01-03	185	1974
hr2725-115	hr	115	2017-05-25	2725	1720
hr686-115	hr	115	2017-01-24	686	1646
hr4562-115	hr	115	2017-12-06	4562	1932
hr6231-115	hr	115	2018-06-26	6231	1957
hr1332-115	hr	115	2017-03-02	1332	1782
hr3593-115	hr	115	2017-07-28	3593	1937
hr1594-115	hr	115	2017-03-17	1594	1846
hr6483-115	hr	115	2018-07-24	6483	1884
hr2128-115	hr	115	2017-04-25	2128	1901
hr967-115	hr	115	2017-02-07	967	1957
hr1102-115	hr	115	2017-02-16	1102	705
hr1179-115	hr	115	2017-02-16	1179	1847
hr1552-115	hr	115	2017-03-15	1552	1706
hr6503-115	hr	115	2018-07-25	6503	1863
hr1611-115	hr	115	2017-03-17	1611	733
hr5012-115	hr	115	2018-02-14	5012	1720
hr7022-115	hr	115	2018-10-02	7022	1803
hr5229-115	hr	115	2018-03-08	5229	1844
hr5419-115	hr	115	2018-03-29	5419	233
hr1147-115	hr	115	2017-02-16	1147	1804
hr3673-115	hr	115	2017-09-05	3673	1628
hr1588-115	hr	115	2017-03-16	1588	1615
hr2958-115	hr	115	2017-06-20	2958	1954
hr5453-115	hr	115	2018-04-10	5453	1591
hr1891-115	hr	115	2017-04-04	1891	1790
hr1302-115	hr	115	2017-03-02	1302	1961
hr2522-115	hr	115	2017-05-18	2522	1877
hr2393-115	hr	115	2017-05-04	2393	1987
hr4288-115	hr	115	2017-11-07	4288	1543
hr1312-115	hr	115	2017-03-02	1312	1975
hr6660-115	hr	115	2018-08-07	6660	1612
hr6-115	hr	115	2018-06-13	6	1393
hr2842-115	hr	115	2017-06-08	2842	1899
hr4279-115	hr	115	2017-11-07	4279	1933
hr2012-115	hr	115	2017-04-06	2012	1297
hr1290-115	hr	115	2017-03-01	1290	1319
hr3198-115	hr	115	2017-07-12	3198	1945
hr4951-115	hr	115	2018-02-06	4951	1408
hr1282-115	hr	115	2017-03-01	1282	1917
hr790-115	hr	115	2017-02-01	790	621
hr5861-115	hr	115	2018-05-17	5861	1587
hr184-115	hr	115	2017-01-03	184	1646
hr3192-115	hr	115	2017-07-12	3192	1941
hr1078-115	hr	115	2017-02-15	1078	1409
hr6068-115	hr	115	2018-06-12	6068	1489
hr1320-115	hr	115	2017-03-02	1320	1717
hr6937-115	hr	115	2018-09-27	6937	1792
hr5571-115	hr	115	2018-04-18	5571	1981
hr929-115	hr	115	2017-02-07	929	1691
hr5348-115	hr	115	2018-03-20	5348	1877
hr5694-115	hr	115	2018-05-07	5694	1717
hr4497-115	hr	115	2017-11-30	4497	1565
hr3558-115	hr	115	2017-07-28	3558	1819
hr1721-115	hr	115	2017-03-24	1721	1982
hr3544-115	hr	115	2017-07-28	3544	1449
hr6268-115	hr	115	2018-06-28	6268	1695
hr3366-115	hr	115	2017-07-24	3366	1922
hr7176-115	hr	115	2018-11-27	7176	1475
hr2605-115	hr	115	2017-05-23	2605	450
hr4556-115	hr	115	2017-12-05	4556	1588
hr886-115	hr	115	2017-02-06	886	617
hr7284-115	hr	115	2018-12-12	7284	1944
hr5831-115	hr	115	2018-05-15	5831	1800
hr4638-115	hr	115	2017-12-13	4638	640
hr1304-115	hr	115	2017-03-02	1304	1669
hr6417-115	hr	115	2018-07-18	6417	450
hr2389-115	hr	115	2017-05-04	2389	1688
hr1045-115	hr	115	2017-02-14	1045	1752
hr2259-115	hr	115	2017-05-01	2259	1541
hr5322-115	hr	115	2018-03-15	5322	872
hr4646-115	hr	115	2017-12-14	4646	1972
hr4887-115	hr	115	2018-01-29	4887	1530
hr2030-115	hr	115	2017-04-06	2030	608
hr7223-115	hr	115	2018-12-06	7223	1665
hr7019-115	hr	115	2018-10-02	7019	1956
hr1232-115	hr	115	2017-02-27	1232	1421
hr854-115	hr	115	2017-02-03	854	1566
hr4150-115	hr	115	2017-10-26	4150	1846
hr4097-115	hr	115	2017-10-23	4097	858
hr660-115	hr	115	2017-01-24	660	1695
hr5041-115	hr	115	2018-02-15	5041	1582
hr4287-115	hr	115	2017-11-07	4287	1654
hr5515-115	hr	115	2018-04-13	5515	1162
hr1623-115	hr	115	2017-03-17	1623	1983
hr6659-115	hr	115	2018-08-07	6659	1979
hr1366-115	hr	115	2017-03-06	1366	1191
hr5927-115	hr	115	2018-05-23	5927	1989
hr3154-115	hr	115	2017-06-29	3154	1726
hr1266-115	hr	115	2017-03-01	1266	99
hr6768-115	hr	115	2018-09-10	6768	1989
hr381-115	hr	115	2017-01-09	381	1624
hr5911-115	hr	115	2018-05-22	5911	1791
hr5083-115	hr	115	2018-02-23	5083	858
hr6830-115	hr	115	2018-09-17	6830	1971
hr6504-115	hr	115	2018-07-25	6504	210
hr3958-115	hr	115	2017-10-04	3958	1479
hr1101-115	hr	115	2017-02-16	1101	608
hr6294-115	hr	115	2018-06-28	6294	1345
hr4140-115	hr	115	2017-10-26	4140	231
hr3569-115	hr	115	2017-07-28	3569	1366
hr2402-115	hr	115	2017-05-08	2402	1654
hr3465-115	hr	115	2017-07-27	3465	1295
hr882-115	hr	115	2017-02-06	882	1546
hr2957-115	hr	115	2017-06-20	2957	1424
hr4025-115	hr	115	2017-10-11	4025	1995
hr467-115	hr	115	2017-01-12	467	1818
hr703-115	hr	115	2017-01-27	703	604
hr3086-115	hr	115	2017-06-27	3086	1561
hr857-115	hr	115	2017-02-03	857	1793
